fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.3;0.27;0.49;1.20;0.063;35;92;0.9911;3.38;0.42;12.20;6
8.3;0.20;0.74;4.45;0.044;33;130;0.9924;3.25;0.42;12.20;6
7.1;0.22;0.74;2.70;0.044;42;144;0.9910;3.31;0.41;12.20;6
7.9;0.11;0.49;4.50;0.048;27;133;0.9946;3.24;0.42;10.60;6
8.5;0.17;0.74;3.60;0.050;29;128;0.9928;3.28;0.40;12.40;6
6.4;0.15;0.49;5.40;0.048;54;164;0.9946;3.56;0.44;10.80;6
7.4;0.16;0.49;1.20;0.055;18;150;0.9917;3.23;0.47;11.20;6
8.3;0.19;0.49;1.20;0.051;11;137;0.9918;3.06;0.46;11.00;6
8.0;0.44;0.49;9.10;0.031;46;151;0.9926;3.16;0.27;12.70;8
7.0;0.20;0.74;0.80;0.044;19;163;0.9931;3.46;0.53;10.20;5
6.9;0.19;0.49;6.60;0.036;49;172;0.9932;3.20;0.27;11.50;6
7.1;0.25;0.49;3.00;0.030;30;96;0.9903;3.13;0.39;12.30;7
6.5;0.24;0.24;1.60;0.046;15;60;0.9928;3.19;0.39;9.80;5
7.2;0.40;0.49;1.10;0.048;11;138;0.9929;3.01;0.42;9.30;5
7.6;0.52;0.49;14.00;0.034;37;156;0.9958;3.14;0.38;11.80;7
7.8;0.43;0.49;13.00;0.033;37;158;0.9955;3.14;0.35;11.30;6
7.8;0.21;0.49;1.35;0.052;6;48;0.9911;3.15;0.28;11.40;5
7.0;0.20;0.49;5.90;0.038;39;128;0.9938;3.21;0.48;10.80;6
6.9;0.25;0.24;3.60;0.057;13;85;0.9942;2.99;0.48;9.50;4
7.2;0.08;0.49;1.30;0.050;18;148;0.9945;3.46;0.44;10.20;6
7.1;0.85;0.49;8.70;0.028;40;184;0.9962;3.22;0.36;10.70;5
7.6;0.51;0.24;1.20;0.040;10;104;0.9920;3.05;0.29;10.80;6
7.9;0.22;0.24;4.60;0.044;39;159;0.9927;2.99;0.28;11.50;6
7.7;0.16;0.49;2.00;0.056;20;124;0.9948;3.32;0.49;10.70;6
7.2;0.08;0.49;1.30;0.050;18;148;0.9945;3.46;0.44;10.20;6
6.6;0.25;0.24;1.70;0.048;26;124;0.9942;3.37;0.60;10.10;6
6.7;0.16;0.49;2.40;0.046;57;187;0.9952;3.62;0.81;10.40;6
6.9;0.25;0.24;3.60;0.057;13;85;0.9942;2.99;0.48;9.50;4
7.5;0.32;0.24;4.60;0.053;8;134;0.9958;3.14;0.50;9.10;3
7.4;0.28;0.49;1.50;0.034;20;126;0.9918;2.98;0.39;10.60;6
6.2;0.15;0.49;0.90;0.033;17;51;0.9932;3.30;0.70;9.40;6
6.7;0.25;0.74;19.40;0.054;44;169;1.0004;3.51;0.45;9.80;6
6.5;0.26;0.74;13.30;0.044;68;224;0.9972;3.18;0.54;9.50;6
7.9;0.16;0.74;17.85;0.037;52;187;0.9998;2.99;0.41;9.30;5
5.6;0.19;0.49;1.10;0.030;28;117;0.9918;3.55;0.45;10.30;6
7.5;0.20;0.49;1.30;0.031;8;97;0.9918;3.06;0.62;11.10;5
8.0;0.30;0.49;9.40;0.046;47;188;0.9964;3.14;0.48;10.00;5
8.0;0.34;0.49;9.00;0.033;39;180;0.9936;3.13;0.38;12.30;8
7.7;0.35;0.49;8.65;0.033;42;186;0.9931;3.14;0.38;12.40;8
7.6;0.29;0.49;9.60;0.030;45;197;0.9938;3.13;0.38;12.30;7
6.7;0.62;0.24;1.10;0.039;6;62;0.9934;3.41;0.32;10.40;5
6.8;0.27;0.49;1.20;0.044;35;126;0.9900;3.13;0.48;12.10;7
7.7;0.27;0.49;1.80;0.041;23;86;0.9914;3.16;0.42;12.50;6
6.7;0.51;0.24;2.10;0.043;14;155;0.9904;3.22;0.60;13.00;6
7.4;0.19;0.49;9.30;0.030;26;132;0.9940;2.99;0.32;11.00;7
8.3;0.20;0.49;1.70;0.040;34;169;0.9938;3.05;0.37;10.10;5
6.6;0.30;0.24;1.20;0.034;17;121;0.9933;3.13;0.36;9.20;5
6.8;0.36;0.24;4.60;0.039;24;124;0.9909;3.27;0.34;12.60;7
7.0;0.17;0.74;12.80;0.045;24;126;0.9942;3.26;0.38;12.20;8
9.2;0.18;0.49;1.50;0.041;39;130;0.9945;3.04;0.49;9.80;7
8.1;0.20;0.49;8.10;0.051;51;205;0.9954;3.10;0.52;11.00;6
7.8;0.26;0.74;7.50;0.044;59;160;0.9960;3.22;0.64;10.00;6
6.8;0.21;0.49;14.50;0.060;50;170;0.9991;3.55;0.44;9.80;6
7.9;0.20;0.49;1.60;0.053;15;144;0.9930;3.16;0.47;10.50;5
8.0;0.18;0.49;1.80;0.061;10;145;0.9942;3.23;0.48;10.00;5
8.8;0.23;0.74;3.20;0.042;15;126;0.9934;3.02;0.51;11.20;6
7.3;0.22;0.49;9.40;0.034;29;134;0.9939;2.99;0.32;11.00;7
7.3;0.22;0.49;9.90;0.031;48;161;0.9937;3.01;0.28;11.20;6
7.4;0.19;0.49;9.30;0.030;26;132;0.9940;2.99;0.32;11.00;7
7.3;0.16;0.49;1.30;0.039;34;136;0.9926;3.14;0.77;10.50;6
8.2;0.22;0.49;9.60;0.037;53;154;0.9951;3.02;0.33;10.60;6
8.2;0.24;0.49;9.30;0.038;52;163;0.9952;3.02;0.33;10.60;6
8.4;0.23;0.49;7.80;0.035;22;95;0.9935;3.04;0.34;12.00;6
8.3;0.20;0.49;1.70;0.040;34;169;0.9938;3.05;0.37;10.10;5
8.3;0.20;0.49;1.70;0.038;38;167;0.9939;3.05;0.37;10.10;6
6.6;0.30;0.24;1.20;0.034;17;121;0.9933;3.13;0.36;9.20;5
6.9;0.21;0.49;1.40;0.041;15;164;0.9927;3.25;0.63;11.00;5
8.0;0.25;0.49;9.00;0.044;31;185;0.9980;3.34;0.49;10.00;6
6.6;0.21;0.49;18.15;0.042;41;158;0.9997;3.28;0.39;8.70;6
7.2;0.27;0.74;12.50;0.037;47;156;0.9981;3.04;0.44;8.70;5
14.2;0.27;0.49;1.10;0.037;33;156;0.9920;3.15;0.54;11.10;6
7.9;0.28;0.49;7.70;0.045;48;195;0.9954;3.04;0.55;11.00;6
7.4;0.27;0.49;1.10;0.037;33;156;0.9920;3.15;0.54;11.10;6
6.6;0.21;0.49;18.15;0.042;41;158;0.9997;3.28;0.39;8.70;6
7.2;0.27;0.74;12.50;0.037;47;156;0.9981;3.04;0.44;8.70;5
8.1;0.30;0.49;8.10;0.037;26;174;0.9943;3.10;0.30;11.20;7
7.5;0.23;0.49;7.70;0.049;61;209;0.9941;3.14;0.30;11.10;7
7.3;0.26;0.49;5.00;0.028;32;107;0.9936;3.24;0.54;10.80;6
7.1;0.18;0.74;15.60;0.044;44;176;0.9996;3.38;0.67;9.00;6
8.5;0.15;0.49;1.50;0.031;17;122;0.9932;3.03;0.40;10.30;6
8.9;0.13;0.49;1.00;0.028;6;24;0.9926;2.91;0.32;9.90;5
8.1;0.28;0.49;1.00;0.040;32;148;0.9936;3.13;0.41;10.00;6
6.0;0.17;0.49;1.00;0.034;26;106;0.9920;3.21;0.42;9.80;6
7.3;0.26;0.49;5.00;0.028;32;107;0.9936;3.24;0.54;10.80;6
7.1;0.18;0.74;15.60;0.044;44;176;0.9996;3.38;0.67;9.00;6
7.1;0.53;0.24;0.80;0.029;29;86;0.9930;3.16;0.32;9.10;4
7.2;0.16;0.49;1.30;0.037;27;104;0.9924;3.23;0.57;10.60;6
7.3;0.14;0.49;1.10;0.038;28;99;0.9928;3.20;0.72;10.60;6
8.9;0.13;0.49;1.00;0.028;6;24;0.9926;2.91;0.32;9.90;5
7.9;0.12;0.49;5.20;0.049;33;152;0.9952;3.18;0.47;10.60;6
6.7;0.29;0.49;4.70;0.034;35;156;0.9945;3.13;0.45;9.90;6
6.7;0.30;0.49;4.80;0.034;36;158;0.9945;3.12;0.45;9.90;6
7.1;0.36;0.24;1.80;0.025;32;102;0.9903;3.34;0.59;12.80;6
8.5;0.15;0.49;1.50;0.031;17;122;0.9932;3.03;0.40;10.30;6
7.9;0.18;0.49;5.20;0.051;36;157;0.9953;3.18;0.48;10.60;6
6.6;0.19;0.99;1.20;0.122;45;129;0.9936;3.09;0.31;8.70;6
7.3;0.21;0.49;1.80;0.038;44;152;0.9912;3.32;0.44;12.60;7
6.9;0.30;0.49;7.60;0.057;25;156;0.9962;3.43;0.63;11.00;7
7.9;0.42;0.49;8.20;0.056;32;164;0.9965;3.29;0.60;11.20;7
6.9;0.24;0.49;1.30;0.032;35;148;0.9932;3.45;0.57;10.70;7
7.6;0.23;0.49;10.00;0.036;45;182;0.9967;3.08;0.58;9.60;6
7.9;0.18;0.49;5.20;0.051;36;157;0.9953;3.18;0.48;10.60;6
6.2;0.43;0.49;6.40;0.045;12;115;0.9963;3.27;0.57;9.00;4
8.8;0.35;0.49;1.00;0.036;14;56;0.9920;2.96;0.33;10.50;4
7.8;0.30;0.74;1.80;0.033;33;156;0.9910;3.29;0.52;12.80;6
9.1;0.28;0.49;2.00;0.059;10;112;0.9958;3.15;0.46;10.10;5
7.1;0.34;0.49;1.50;0.027;26;126;0.9900;3.30;0.33;12.20;7
7.8;0.30;0.74;1.80;0.033;33;156;0.9910;3.29;0.52;12.80;6
9.1;0.28;0.49;2.00;0.059;10;112;0.9958;3.15;0.46;10.10;5
8.5;0.19;0.49;3.50;0.044;29;117;0.9938;3.14;0.51;10.10;6
7.6;0.18;0.49;18.05;0.046;36;158;0.9996;3.06;0.41;9.20;5
7.5;0.19;0.49;1.80;0.055;19;110;0.9946;3.33;0.44;9.90;5
7.4;0.30;0.49;8.20;0.055;49;188;0.9974;3.52;0.58;9.70;6
6.7;0.30;0.74;5.00;0.038;35;157;0.9945;3.21;0.46;9.90;5
6.6;0.30;0.74;4.60;0.041;36;159;0.9946;3.21;0.45;9.90;5
7.4;0.30;0.49;8.20;0.055;49;188;0.9974;3.52;0.58;9.70;6
6.9;0.22;0.49;7.00;0.063;50;168;0.9957;3.54;0.50;10.30;6
7.8;0.26;0.49;3.10;0.045;21;116;0.9931;3.16;0.35;10.30;5
8.5;0.17;0.49;8.80;0.048;23;108;0.9947;2.88;0.34;10.50;4
6.8;0.17;0.74;2.40;0.053;61;182;0.9953;3.63;0.76;10.50;6
6.2;0.27;0.49;1.40;0.050;20;74;0.9931;3.32;0.44;9.80;6
7.1;0.64;0.49;1.80;0.050;17;128;0.9946;3.31;0.58;10.60;4
6.4;0.18;0.74;11.90;0.046;54;168;0.9978;3.58;0.68;10.10;5
7.6;0.31;0.49;13.40;0.062;50;191;0.9989;3.22;0.53;9.00;4
9.8;0.31;0.49;15.40;0.046;13;119;1.0004;3.18;0.45;9.50;5
9.0;0.30;0.49;7.20;0.039;32;84;0.9938;2.94;0.32;11.50;6
8.4;0.24;0.49;7.40;0.039;46;108;0.9934;3.03;0.33;11.90;7
6.4;0.18;0.74;11.90;0.046;54;168;0.9978;3.58;0.68;10.10;5
6.4;0.25;0.74;7.80;0.045;52;209;0.9956;3.21;0.42;9.20;6
7.3;0.30;0.74;13.50;0.039;46;165;0.9982;3.02;0.40;8.70;5
9.3;0.31;0.49;1.30;0.042;34;147;0.9948;3.11;0.46;9.80;5
6.4;0.25;0.74;7.80;0.045;52;209;0.9956;3.21;0.42;9.20;6
7.3;0.30;0.74;13.50;0.039;46;165;0.9982;3.02;0.40;8.70;5
7.0;0.27;0.74;1.50;0.036;27;122;0.9926;3.35;0.48;11.20;6
7.9;0.14;0.74;1.20;0.028;30;165;0.9910;3.08;0.82;12.30;6
6.4;0.12;0.49;6.40;0.042;49;161;0.9945;3.34;0.44;10.40;6
6.8;0.21;0.74;1.20;0.047;25;111;0.9916;3.13;0.41;10.70;6
8.6;0.16;0.49;7.30;0.043;9;63;0.9953;3.13;0.59;10.50;6
7.0;0.29;0.49;3.80;0.047;37;136;0.9938;2.95;0.40;9.40;6
6.4;0.27;0.49;7.30;0.046;53;206;0.9956;3.24;0.43;9.20;6
6.6;0.55;0.01;2.70;0.034;56;122;0.9906;3.15;0.30;11.90;5
6.4;0.27;0.49;7.30;0.046;53;206;0.9956;3.24;0.43;9.20;6
6.3;0.24;0.74;1.40;0.172;24;108;0.9932;3.27;0.39;9.90;6
6.7;0.33;0.49;1.60;0.167;20;94;0.9914;3.11;0.50;11.40;6
7.0;0.29;0.49;3.80;0.047;37;136;0.9938;2.95;0.40;9.40;6
8.2;0.34;0.49;8.00;0.046;55;223;0.9960;3.08;0.52;10.70;6
5.6;0.39;0.24;4.70;0.034;27;77;0.9906;3.28;0.36;12.70;5
5.6;0.41;0.24;1.90;0.034;10;53;0.9882;3.32;0.50;13.50;7
6.7;0.41;0.01;2.80;0.048;39;137;0.9942;3.24;0.35;9.50;5
7.1;0.26;0.49;2.20;0.032;31;113;0.9903;3.37;0.42;12.90;9
7.5;0.32;0.49;1.70;0.031;44;109;0.9906;3.07;0.46;12.50;6
5.8;0.19;0.49;4.90;0.040;44;118;0.9935;3.34;0.38;9.50;7
6.9;0.27;0.49;23.50;0.057;59;235;1.0024;2.98;0.47;8.60;5
8.1;0.20;0.49;11.80;0.048;46;212;0.9968;3.09;0.46;10.00;7
7.5;0.32;0.49;1.70;0.031;44;109;0.9906;3.07;0.46;12.50;6
8.2;0.26;0.49;5.20;0.040;19;100;0.9941;3.12;0.34;10.10;6
7.8;0.26;0.49;3.20;0.027;28;87;0.9919;3.03;0.32;11.30;7
8.0;0.14;0.49;1.50;0.035;42;120;0.9928;3.26;0.40;10.60;7
8.0;0.29;0.49;11.70;0.035;40;131;0.9958;3.14;0.34;10.80;5
7.5;0.19;0.49;1.60;0.047;42;140;0.9932;3.40;0.47;10.70;6
6.9;0.34;0.49;7.30;0.045;61;206;0.9957;3.09;0.40;9.00;6
6.2;0.20;0.49;1.60;0.065;17;143;0.9937;3.22;0.52;9.20;6
6.4;0.37;0.49;13.30;0.045;53;243;0.9982;3.14;0.48;8.50;6
6.2;0.22;0.49;6.00;0.029;31;128;0.9928;3.41;0.36;11.30;8
7.8;0.26;0.49;3.20;0.027;28;87;0.9919;3.03;0.32;11.30;7
8.9;0.32;0.49;1.60;0.050;17;131;0.9956;3.13;0.34;9.40;5
6.5;0.44;0.49;7.70;0.045;16;169;0.9957;3.11;0.37;8.70;6
7.0;0.14;0.49;5.90;0.053;22;118;0.9954;3.36;0.36;9.40;6
9.0;0.17;0.49;1.00;0.039;46;131;0.9930;3.09;0.51;10.50;7
6.4;0.26;0.49;6.40;0.037;37;161;0.9954;3.38;0.53;9.70;6
9.0;0.22;0.49;10.40;0.048;52;195;0.9987;3.31;0.44;10.20;6
8.9;0.32;0.49;1.60;0.050;17;131;0.9956;3.13;0.34;9.40;5
8.2;0.20;0.49;3.50;0.057;14;108;0.9928;3.19;0.35;11.50;6
7.8;0.15;0.24;7.70;0.047;21;98;0.9951;2.94;0.31;9.60;6
6.9;0.25;0.24;1.80;0.053;6;121;0.9930;3.23;0.70;11.40;5
8.2;0.20;0.49;3.50;0.057;14;108;0.9928;3.19;0.35;11.50;6
7.1;0.28;0.49;6.50;0.041;28;111;0.9926;3.41;0.58;12.20;8
7.4;0.19;0.49;6.70;0.037;15;110;0.9938;3.20;0.38;11.00;7
8.3;0.25;0.49;16.80;0.048;50;228;1.0001;3.03;0.52;9.20;6
7.5;0.14;0.74;1.60;0.035;21;126;0.9933;3.26;0.45;10.20;6
7.8;0.49;0.49;7.00;0.043;29;149;0.9952;3.21;0.33;10.00;5
8.1;0.12;0.49;1.20;0.042;43;160;0.9934;3.13;0.48;9.70;6
7.6;0.47;0.49;13.00;0.239;42;220;0.9988;2.96;0.51;9.20;5
7.9;0.22;0.49;3.80;0.042;26;105;0.9930;3.10;0.39;10.50;5
7.8;0.49;0.49;7.00;0.043;29;149;0.9952;3.21;0.33;10.00;5
6.4;0.22;0.49;7.50;0.054;42;151;0.9948;3.27;0.52;10.10;6
7.3;0.19;0.49;15.55;0.058;50;134;0.9998;3.42;0.36;9.10;7
8.1;0.30;0.49;12.30;0.049;50;144;0.9971;3.09;0.57;10.20;7
7.3;0.19;0.49;15.55;0.058;50;134;0.9998;3.42;0.36;9.10;7
7.5;0.24;0.49;9.40;0.048;50;149;0.9962;3.17;0.59;10.50;7
6.4;0.22;0.49;7.50;0.054;42;151;0.9948;3.27;0.52;10.10;6
7.8;0.21;0.49;1.20;0.036;20;99;0.9900;3.05;0.28;12.10;7
7.1;0.30;0.49;1.60;0.045;31;100;0.9942;3.40;0.59;10.20;5
6.9;0.26;0.49;1.60;0.058;39;166;0.9965;3.65;0.52;9.40;4
7.6;0.31;0.49;3.95;0.044;27;131;0.9912;3.08;0.67;12.80;7
6.4;0.42;0.74;12.80;0.076;48;209;0.9978;3.12;0.58;9.00;6
8.2;0.29;0.49;1.00;0.044;29;118;0.9928;3.24;0.36;10.90;4
7.9;0.33;0.28;31.60;0.053;35;176;1.0103;3.15;0.38;8.80;6
6.6;0.46;0.49;7.40;0.052;19;184;0.9956;3.11;0.38;9.00;5
7.8;0.28;0.49;1.30;0.046;27;142;0.9936;3.09;0.59;10.20;5
5.8;0.15;0.49;1.10;0.048;21;98;0.9929;3.19;0.48;9.20;5
7.8;0.40;0.49;7.80;0.060;34;162;0.9966;3.26;0.58;11.30;6
6.6;0.31;0.49;7.70;0.050;52;220;0.9964;3.12;0.45;8.80;5
6.6;0.33;0.49;7.70;0.049;53;217;0.9960;3.16;0.40;9.30;5
6.6;0.27;0.49;7.80;0.049;62;217;0.9959;3.17;0.45;9.40;6
6.7;0.26;0.49;8.30;0.047;54;191;0.9954;3.23;0.40;10.30;6
6.7;0.21;0.49;1.40;0.047;30;114;0.9914;2.92;0.42;10.80;7
7.9;0.33;0.28;31.60;0.053;35;176;1.0103;3.15;0.38;8.80;6
8.1;0.28;0.46;15.40;0.059;32;177;1.0004;3.27;0.58;9.00;4
6.5;0.13;0.37;1.00;0.036;48;114;0.9911;3.41;0.51;11.50;8
7.8;0.45;0.56;1.00;0.040;8;84;0.9938;3.25;0.43;10.80;5
8.8;0.39;0.34;5.90;0.055;33;128;0.9927;2.95;0.51;11.80;6
7.9;0.18;0.33;1.20;0.033;20;72;0.9922;3.12;0.38;10.50;7
7.1;0.31;0.38;1.20;0.036;10;124;0.9924;3.14;0.44;9.90;6
7.8;0.24;0.18;6.70;0.046;33;160;0.9963;3.20;0.56;9.80;6
7.0;0.35;0.30;6.50;0.028;27;87;0.9936;3.40;0.42;11.40;7
6.6;0.26;0.31;4.80;0.138;41;168;0.9951;3.20;0.38;9.30;5
6.6;0.27;0.31;5.30;0.137;35;163;0.9951;3.20;0.38;9.30;5
6.8;0.22;0.29;8.90;0.046;82;188;0.9955;3.30;0.44;10.30;6
6.2;0.27;0.32;8.80;0.047;65;224;0.9961;3.17;0.47;8.90;5
7.0;0.35;0.30;6.50;0.028;27;87;0.9936;3.40;0.42;11.40;7
7.3;0.23;0.37;1.80;0.032;60;156;0.9920;3.11;0.35;11.10;6
6.2;0.30;0.20;6.60;0.045;42;170;0.9944;3.36;0.45;10.40;6
6.4;0.35;0.20;5.70;0.034;18;117;0.9944;3.33;0.43;10.10;5
7.6;0.32;0.34;18.35;0.054;44;197;1.0008;3.22;0.55;9.00;5
6.3;0.31;0.30;10.00;0.046;49;212;0.9962;3.74;0.55;11.90;6
7.2;0.25;0.28;14.40;0.055;55;205;0.9986;3.12;0.38;9.00;7
7.2;0.25;0.28;14.40;0.055;55;205;0.9986;3.12;0.38;9.00;7
7.3;0.26;0.33;17.85;0.049;41.5;195;1.0000;3.06;0.44;9.10;7
7.2;0.25;0.28;14.40;0.055;55;205;0.9986;3.12;0.38;9.00;7
7.4;0.26;0.37;9.40;0.047;42;147;0.9982;3.46;0.72;10.00;5
7.3;0.26;0.33;17.85;0.049;41.5;195;1.0000;3.06;0.44;9.10;7
6.7;0.25;0.26;1.55;0.041;118.5;216;0.9949;3.55;0.63;9.40;3
7.1;0.16;0.25;1.30;0.034;28;123;0.9915;3.27;0.55;11.40;6
9.0;0.43;0.30;1.50;0.050;7;175;0.9951;3.11;0.45;9.70;4
7.2;0.25;0.28;14.40;0.055;55;205;0.9986;3.12;0.38;9.00;7
7.0;0.24;0.30;4.20;0.040;41;213;0.9927;3.28;0.49;11.80;6
6.7;0.27;0.22;8.60;0.048;54;198;0.9955;3.25;0.41;10.20;5
7.7;0.12;0.32;1.40;0.060;47;150;0.9952;3.37;0.42;9.20;6
7.2;0.21;0.33;3.00;0.036;35;132;0.9928;3.25;0.40;11.00;6
8.5;0.32;0.36;14.90;0.041;47;190;0.9982;3.08;0.31;10.00;6
6.9;0.18;0.30;2.00;0.038;39;190;0.9914;3.32;0.37;12.20;6
7.0;0.24;0.30;4.20;0.040;41;213;0.9927;3.28;0.49;11.80;6
6.3;0.26;0.29;2.20;0.043;35;175;0.9918;3.38;0.43;11.60;6
6.7;0.26;0.30;1.80;0.043;25;121;0.9944;3.44;0.61;10.20;6
7.9;0.29;0.36;11.10;0.033;43;208;0.9969;3.14;0.46;10.30;5
6.5;0.27;0.19;4.20;0.046;6;114;0.9955;3.25;0.35;8.60;4
6.7;0.33;0.42;6.40;0.058;27;151;0.9954;3.16;0.44;9.60;5
6.7;0.31;0.42;6.40;0.057;25;148;0.9955;3.16;0.45;9.60;5
6.6;0.25;0.31;1.50;0.035;32;127;0.9921;3.41;0.47;11.30;6
6.4;0.24;0.22;1.50;0.038;38;157;0.9934;3.41;0.55;9.90;6
6.8;0.26;0.29;16.95;0.056;48;179;0.9998;3.45;0.40;9.60;5
7.0;0.61;0.26;1.70;0.051;25;161;0.9946;3.36;0.60;10.60;4
6.8;0.22;0.30;13.60;0.055;50;180;0.9984;3.44;0.39;9.80;5
8.1;0.31;0.24;1.60;0.032;10;67;0.9924;3.08;0.47;10.50;5
7.0;0.20;0.30;6.10;0.037;31;120;0.9939;3.24;0.51;10.80;5
7.9;0.18;0.37;3.00;0.061;25;178;0.9950;3.22;0.51;10.00;6
6.6;0.34;0.27;6.20;0.059;23;136;0.9957;3.30;0.49;10.10;6
6.8;0.30;0.24;6.60;0.123;35;116;0.9953;3.07;0.48;9.40;5
6.5;0.18;0.34;1.60;0.040;43;148;0.9912;3.32;0.59;11.50;8
7.0;0.21;0.31;6.00;0.046;29;108;0.9939;3.26;0.50;10.80;6
6.8;0.27;0.32;1.50;0.044;19;142;0.9921;3.10;0.43;9.90;6
9.3;0.20;0.33;1.70;0.050;28;178;0.9954;3.16;0.43;9.00;4
5.8;0.23;0.27;1.80;0.043;24;69;0.9933;3.38;0.31;9.40;6
7.6;0.20;0.39;2.60;0.044;30;180;0.9941;3.46;0.44;10.80;7
8.2;0.15;0.48;2.70;0.052;24;190;0.9950;3.50;0.45;10.90;7
7.5;0.40;1.00;19.50;0.041;33;148;0.9977;3.24;0.38;12.00;6
6.5;0.18;0.34;1.60;0.040;43;148;0.9912;3.32;0.59;11.50;8
7.0;0.13;0.30;5.00;0.056;31;122;0.9945;3.47;0.42;10.50;6
6.9;0.17;0.22;4.60;0.064;55;152;0.9952;3.29;0.37;9.30;6
7.0;0.30;0.32;6.40;0.034;28;97;0.9924;3.23;0.44;11.80;6
7.6;0.45;0.44;14.50;0.045;68;212;0.9986;3.48;0.36;10.00;6
6.8;0.30;0.24;6.60;0.123;35;116;0.9953;3.07;0.48;9.40;5
7.5;0.22;0.33;6.70;0.036;45;138;0.9939;3.20;0.68;11.40;6
9.2;0.23;0.30;1.10;0.031;40;99;0.9929;2.94;0.30;10.40;6
8.7;0.34;0.46;13.80;0.055;68;198;0.9988;3.36;0.37;9.50;6
6.6;0.55;0.04;2.50;0.031;48;111;0.9906;3.14;0.32;11.90;5
8.1;0.30;0.31;1.10;0.041;49;123;0.9914;2.99;0.45;11.10;6
6.9;0.16;0.30;9.60;0.057;50;185;0.9978;3.39;0.38;9.60;6
8.0;0.32;0.36;4.60;0.042;56;178;0.9928;3.29;0.47;12.00;6
6.1;0.22;0.23;3.10;0.052;15;104;0.9948;3.14;0.42;8.70;5
6.9;0.16;0.30;9.60;0.057;50;185;0.9978;3.39;0.38;9.60;6
7.5;0.15;0.38;1.80;0.054;19;101;0.9946;3.24;0.44;10.00;5
8.4;0.29;0.29;1.05;0.032;4;55;0.9908;2.91;0.32;11.40;4
6.6;0.37;0.47;6.50;0.061;23;150;0.9954;3.14;0.45;9.60;6
7.7;0.38;0.40;2.00;0.038;28;152;0.9906;3.18;0.32;12.90;6
6.3;0.25;0.23;14.90;0.039;47;142;0.9971;3.14;0.35;9.70;6
8.3;0.30;0.36;10.00;0.042;33;169;0.9982;3.23;0.51;9.30;6
6.6;0.22;0.58;1.10;0.133;52;136;0.9932;3.10;0.30;9.10;5
6.1;0.34;0.31;12.00;0.053;46;238;0.9977;3.16;0.48;8.60;5
7.5;0.22;0.29;4.80;0.050;33;87;0.9940;3.14;0.42;9.90;5
8.3;0.30;0.36;10.00;0.042;33;169;0.9982;3.23;0.51;9.30;6
8.0;0.27;0.24;1.20;0.044;20;102;0.9929;3.28;0.42;10.90;5
6.1;0.17;0.27;1.50;0.056;45;135;0.9924;3.20;0.43;10.20;6
7.4;0.18;0.30;10.40;0.045;44;174;0.9966;3.11;0.57;9.70;6
6.7;0.16;0.28;2.50;0.046;40;153;0.9921;3.38;0.51;11.40;7
6.1;0.26;0.44;12.30;0.045;53;197;0.9967;3.24;0.54;9.50;6
7.4;0.23;0.25;1.40;0.049;43;141;0.9934;3.42;0.54;10.20;7
6.4;0.16;0.28;2.20;0.042;33;93;0.9914;3.31;0.43;11.10;6
6.3;0.25;0.23;14.90;0.039;47;142;0.9971;3.14;0.35;9.70;6
6.7;0.27;0.25;8.00;0.053;54;202;0.9961;3.22;0.43;9.30;5
6.9;0.29;0.23;8.60;0.056;56;215;0.9967;3.17;0.44;8.80;5
9.6;0.21;0.28;1.20;0.038;12;53;0.9926;2.80;0.46;10.60;5
6.6;0.62;0.20;8.70;0.046;81;224;0.9961;3.17;0.44;9.30;5
6.4;0.28;0.19;5.40;0.042;67;181;0.9944;3.31;0.35;10.20;6
8.0;0.30;0.28;5.70;0.044;31;124;0.9948;3.16;0.51;10.20;6
6.4;0.17;0.27;1.50;0.037;20;98;0.9916;3.46;0.42;11.00;7
7.3;0.21;0.30;10.90;0.037;18;112;0.9970;3.40;0.50;9.60;6
6.7;0.27;0.25;8.00;0.053;54;202;0.9961;3.22;0.43;9.30;5
6.9;0.29;0.23;8.60;0.056;56;215;0.9967;3.17;0.44;8.80;5
6.6;0.32;0.26;7.70;0.054;56;209;0.9961;3.17;0.45;8.80;5
7.4;0.32;0.22;1.70;0.051;50;179;0.9955;3.28;0.69;8.90;5
6.6;0.37;0.07;1.40;0.048;58;144;0.9922;3.17;0.38;10.00;5
7.7;0.43;0.28;4.50;0.046;33;102;0.9918;3.16;0.56;12.20;7
7.8;0.39;0.26;9.90;0.059;33;181;0.9955;3.04;0.42;10.90;6
6.5;0.18;0.26;1.40;0.041;40;141;0.9941;3.34;0.72;9.50;6
7.8;0.40;0.26;9.50;0.059;32;178;0.9955;3.04;0.43;10.90;6
7.8;0.39;0.26;9.90;0.059;33;181;0.9955;3.04;0.42;10.90;6
6.9;0.19;0.28;3.00;0.054;33;99;0.9924;3.16;0.40;10.80;6
7.7;0.49;1.00;19.60;0.030;28;135;0.9973;3.24;0.40;12.00;6
6.6;0.25;0.35;14.00;0.069;42;163;0.9990;3.56;0.47;9.80;5
6.5;0.18;0.26;1.40;0.041;40;141;0.9941;3.34;0.72;9.50;6
6.4;0.15;0.36;1.80;0.034;43;150;0.9922;3.42;0.69;11.00;8
